"Inglés","Español"
"Shrimp and Avocado Taco Bowls","Tazones de Taco de Camarón y Aguacate"
"Shrimp Ceviche","Ceviche de Camarón"
"Shrimp Jambalaya","Jambalaya de Camarones"
"Shrimp Lettuce Wraps","Wraps de Lechuga con Camarones"
"Shrimp Scampi Spaghetti with Zucchini Noodles and Fresh Tomatoes","Espaguetis Scampi de Camarones con Fideos de Calabacín y Tomates Frescos"
"Shrimp with Creamy Arugula Pesto","Camarones con Pesto Cremoso de Rúcula"
"Sicilian Swordfish And Eggplant Bundles","Paquetes de Pez Espada y Berenjena Sicilianos"
"Side Greek Salad with Red Wine Vinaigrette","Ensalada Griega Adicional con Vinagreta de Vino Tinto"
"Simply Spiced Shrimp","Camarones Simplemente Especiados"
"Sirloin Hoagies","Hoagies de Lomo"
"Slow-Cooker Chicken Fajita Burritos","Burritos de Fajita de Pollo en Olla de Cocción Lenta"
"Slow-Cooker Chuck and Veggies","Carne de Aguante y Verduras en Olla de Cocción Lenta"
"Slow-Cooker Ratatouille with White Beans","Ratatouille con Frijoles Blancos en Olla de Cocción Lenta"
"Slow-Roasted Citrus Cod","Bacalao de Cítricos Asado a Baja Temperatura"
"Slow Cooker Apricot Barbecue Pulled Chicken Sliders","Mini Sándwiches de Pollo Desmenuzado BBQ con Albaricoque en Olla de Cocción Lenta"
"Slow Cooker Pulled BBQ Chicken","Pollo Desmenuzado BBQ en Olla de Cocción Lenta"
"Smoked-Paprika Salmon","Salmón con Pimentón Ahumado"
"Smoked Paprika Beans with Rosemary & Olives","Frijoles con Pimentón Ahumado, Romero y Aceitunas"
"Smoky Chicken and Three Bean Salad","Ensalada Ahumada de Pollo y Tres Frijoles"
"Smoky Salmon & Shallot-Date Sauce with Roasted Vegetable & Kale Salad","Salmón Ahumado con Salsa de Chalotas y Dátiles y Ensalada de Verduras Asadas y Kale"
"Smoky Shrimp Tostadas with Chipotle Mango Slaw","Tostadas de Camarón Ahumado con Ensalada de Mango y Chipotle"
"Smoky White Beans and Spinach","Frijoles Blancos y Espinaca Ahumados"
"Socca With Poached Eggs, Roasted Tomatoes, And Fresh Basil","Socca con Huevos Escalfados, Tomates Asados y Albahaca Fresca"
"Southwest-Style Turkey Meatloaf","Pastel de Carne de Pavo al Estilo Suroeste"
"Spaghetti Squash \"Ramen\" Noodle Bowl","Tazón de Fideos \"Ramen\" con Calabaza Espagueti"
"Spaghetti Squash with Light Marinara Sauce","Calabaza Espagueti con Salsa Marinara Ligera"
"Spaghetti Squash with Pine Nuts and Sage","Calabaza Espagueti con Piñones y Salvia"
"Spanish-Spiced Beef & Kale Salad with Creamy Saffron Dressing","Ensalada de Res y Kale con Especias Españolas y Aderezo Cremoso de Azafrán"
"Speedy Shakshuka","Shakshuka Rápida"
"Spiced Chicken & Kale Salad with Parmesan Breadcrumbs & Salsa Verde Dressing","Ensalada de Pollo y Kale con Especias, Migas de Parmesano y Aderezo de Salsa Verde"
"Spiced Lemon Yogurt Chicken Tenders","Tiras de Pollo con Yogur de Limón y Especias"
"Spiced Shrimp With Grilled Lemon","Camarones con Limón a la Parrilla y Especias"
"Spicy Lentil Stew","Estofado Picante de Lentejas"
"Spicy Pork Tenderloins With Chili And Black Vinegar","Lomos de Cerdo Picantes con Chile y Vinagre Negro"
"Spinach, Avocado, and Summer Berry Salad","Ensalada de Espinaca, Aguacate y Frutas de Verano"
"Spinach, Tomato and Feta Cheese Baked Egg","Huevo al Horno con Espinaca, Tomate y Queso Feta"
"Spinach and Ham English Muffin Pizzas","Pizzas de Muffin Inglés con Espinaca y Jamón"
"Spinach and Mushroom Quesadillas","Quesadillas de Espinaca y Champiñones"
"Spinach and Orange Salad","Ensalada de Espinaca y Naranja"
"Spinach and Pine Nut Quinoa","Quinoa con Espinaca y Piñones"
"Spinach and Turkey Meatballs","Albóndigas de Espinaca y Pavo"
"Spinach Pesto Chicken Salad Wrap","Wrap de Ensalada de Pollo con Pesto de Espinaca"
"Spinach Salad with Chicken and Avocado","Ensalada de Espinaca con Pollo y Aguacate"
"Steak and Portobello Sandwich","Sándwich de Bistec y Portobello"
"Strawberry-Jalapeño Salsa Over Grilled Chicken","Salsa de Fresa y Jalapeño sobre Pollo a la Parrilla"
"Strawberry Chicken Salad Sandwich","Sándwich de Ensalada de Pollo con Fresa"
"Strip Steak With Smothered Onions","Bistec de Lomo con Cebollas Cubiertas"
"Succulent Salmon With Caramelized Onions","Salmón Jugoso con Cebollas Caramelizadas"
"Sugar Snap Pea and Soba Salad","Ensalada de Guisantes Dulces y Soba"
"Summer Chicken Salad","Ensalada de Pollo de Verano"
"Summer Chicken Spring Rolls","Rollos de Primavera de Pollo de Verano"
"Summer Crab Salad","Ensalada de Cangrejo de Verano"
"Summer Main Dish Salad","Ensalada de Plato Principal de Verano"
"Sun-Kissed Health Salad","Ensalada Saludable Besada por el Sol"
"Sunny Fried Egg and Avocado Taco","Taco de Huevo Frito y Aguacate Sunny"
"Super Foods Salad","Ensalada de Superalimentos"
"Sweet & Savory Balsamic Chicken","Pollo a la Balsámico Dulce y Salado"
"Sweet Onion Frittata with Ham","Frittata de Cebolla Dulce con Jamón"
"Sweet Pepper, Onion and Tomato Salad","Ensalada de Pimiento Dulce, Cebolla y Tomate"
"Sweet Potato and Black Bean Soup","Sopa de Batata y Frijoles Negros"
"Sweet Potato and Black Bean Soup","Sopa de Batata y Frijoles Negros"
"Sweet Potato and Ginger Soup","Sopa de Batata y Jengibre"
"Sweet Potato and Spinach Chicken Tacos","Tacos de Pollo con Batata y Espinaca"
"Sweet Potato Baskets with Eggs","Cestas de Batata con Huevos"
"Sweet Potato Burrito Bowl","Tazón de Burrito de Batata"
"Tarragon-Mustard Cod","Bacalao con Estragón y Mostaza"
"Teriyaki Creamy Chicken Salad in Lettuce Cups","Ensalada Cremosa de Pollo Teriyaki en Tazas de Lechuga"
"Tex-Mex Shrimp Tacos","Tacos de Camarones Tex-Mex"
"Thai-Style Halibut with Mango Relish","Halibut al Estilo Tailandés con Relish de Mango"
"Thai Lemongrass Beef Skewers","Brochetas de Res con Hierba de Limón al Estilo Tailandés"
"Three-Minute Skillet Beans & Greens","Frijoles y Verduras en Sartén en Tres Minutos"
"Tilapia Stew with Green Peppers","Estofado de Tilapia con Pimientos Verdes"
"Toasted Quinoa and Cabbage Salad","Ensalada de Quinoa y Repollo Tostados"
"Tofu Bahn Mi Bowl","Tazón de Bahn Mi de Tofu"
"Tofu Stir Fry","Salteado de Tofu"
"Tomato and Peach Salad","Ensalada de Tomate y Durazno"
"Tomato Basil Bisque","Bisque de Tomate y Albahaca"
"Tropical Kale Quinoa Salad","Ensalada Tropical de Kale y Quinoa"
"Tuna Ceviche","Ceviche de Atún"
"Tuna Salad Avocado Bowls","Tazones de Ensalada de Atún y Aguacate"
"Tuna Salad with Chickpeas","Ensalada de Atún con Garbanzos"
"Turkey and 3-Bean Chili","Chili de Pavo y Tres Frijoles"
"Turkey and Avocado Wrap","Wrap de Pavo y Aguacate"
"Turkey and Veggie Chili","Chili de Pavo y Verduras"
"Turkey Meatballs Arrabbiata","Albóndigas de Pavo Arrabbiata"
"Turkey Meatball “Wonton” Soup with Bok Choy & Carrots","Sopa de Albóndigas de Pavo tipo Wonton con Bok Choy y Zanahorias"
"Turkey Meatball “Wonton” Soup with Bok Choy & Carrots","Sopa de Albóndigas de Pavo tipo Wonton con Bok Choy y Zanahorias"
"Turkey Pesto Roll-Ups","Roll-Ups de Pavo con Pesto"
"Turkey Sausage and Egg Casserole","Cazuela de Salchicha de Pavo y Huevo"
"Turkey Skillet Casserole","Cazuela de Pavo en Sartén"
"Turkey Sloppy Joes","Sloppy Joes de Pavo"
"Turkey Stroganoff","Stroganoff de Pavo"
"Turkey Tacos","Tacos de Pavo"
"Turkey Tostadas","Tostadas de Pavo"
"Turkish Carrot Salad","Ensalada de Zanahoria al Estilo Turco"
"Tuscan Seafood Stew (Cacciucco Livornese)","Estofado de Mariscos Toscano (Cacciucco Livornese)"
"Tuscan Spiedini With Fresh Herbs, Lemon, And Cracked Fennel Seeds","Spiedini Toscano con Hierbas Frescas, Limón y Semillas de Hinojo Ralladas"
"Tuscan Vegetable Stew","Estofado de Verduras Toscano"
"Two-Bean Stew","Estofado de Dos Frijoles"
"Unstuffed Cabbage Soup","Sopa de Repollo sin Relleno"
"Unstuffed Eggroll","Rollo de Huevo sin Relleno"
"Vaca Frita Beef","Vaca Frita de Res"
"Vegetarian Tacos","Tacos Vegetarianos"
"Veggie and Chicken Pasta Salad","Ensalada de Pasta con Verduras y Pollo"
"Veggie Baked Ziti","Ziti al Horno con Verduras"
"Veggie Chili","Chili de Verduras"
"Veggie Egg Fu Yung","Fu Yung de Huevo y Verduras"
"Vietnamese Beef Soup (Pho)","Sopa Vietnamita de Res (Pho)"
"Vietnamese Cabbage And Pork Salad","Ensalada Vietnamita de Repollo y Cerdo"
"Walnut Lentil Salad","Ensalada de Lentejas con Nueces"
"Watermelon Quinoa Salad","Ensalada de Quinoa con Sandía"
"Watermelon Quinoa Salad","Ensalada de Quinoa con Sandía"
"White Bean and Vegetable Soup With Farro","Sopa de Frijoles Blancos y Verduras con Farro"
"Whole-Wheat Spinach Parathas","Parathas de Espinaca de Trigo Integral"
"Whole Grain Chicken and Waffles","Pollo y Waffles de Granos Enteros"
"Whole Wheat Hot Pockets","Hot Pockets de Trigo Integral"
"Winter Salad With Champagne Vinaigrette and Pomegranate","Ensalada de Invierno con Vinagreta de Champagne y Granada"
"Winter Vegetable Potage With Pasta","Potaje de Verduras de Invierno con Pasta"
"Zucchini Egg Boats","Barcos de Huevo con Calabacín"
"Zuppa di Ceci (Chickpea Soup)","Zuppa di Ceci (Sopa de Garbanzos)"
"Zuppa Toscana with Cauliflower and Kale","Zuppa Toscana con Coliflor y Kale"
